id,type,initial_frame,detection_duration,lenght
2093,car,41990,61,191.43603515625
2094,car,41991,42,115.5611572265625
2095,car,42005,47,135.596435546875
2096,car,42037,39,155.0479736328125
2097,car,42047,36,137.552001953125
2098,car,42095,59,184.71978759765625
2099,car,42098,58,136.15679931640625
2100,car,42119,2,86.9482421875
2101,truck,42124,9,254.90020751953125
2102,car,42136,54,134.89453125
2103,car,42147,61,152.4765625
2104,truck,42168,9,260.13572692871094
2105,car,42218,43,207.5316162109375
2106,train,42230,35,356.0189514160156
2107,car,42264,30,122.0882568359375
2108,car,42282,13,164.139892578125
2109,car,42286,23,174.29229736328125
2110,truck,42293,3,281.466552734375
2111,truck,42298,1,253.02386474609372
2112,car,42299,33,124.306640625
2113,truck,42315,2,212.1668701171875
2114,car,42344,47,176.9771728515625
2115,car,42370,63,153.2515869140625
2116,car,42399,13,183.121337890625
2117,car,42407,35,157.336181640625
2118,car,42437,49,142.8406982421875
2119,truck,42441,1,164.810546875
2120,truck,42450,26,152.750244140625
2121,car,42451,45,164.9822998046875
2122,car,42474,46,188.79376220703125
2123,truck,42476,1,215.455810546875
2124,truck,42492,4,183.62109375
2125,car,42495,55,129.631103515625
2126,car,42511,48,165.27142333984375
2127,car,42513,52,145.0489501953125
2128,car,42543,46,170.32257080078125
2129,truck,42552,17,105.49853515625
2130,car,42562,51,142.02410888671875
2131,motorcycle,42579,2,64.2275390625
2132,car,42580,48,174.1456298828125
2133,car,42603,55,154.84796142578125
2134,car,42622,34,126.23974609375
2135,car,42633,46,167.12579345703125
2136,truck,42649,24,210.4732666015625
2137,car,42677,37,153.10682678222656
2138,car,42690,55,152.33518981933594
2139,car,42701,41,184.038818359375
2140,car,42702,59,132.856689453125
2141,car,42759,46,143.30517578125
2142,car,42764,54,123.161865234375
2143,truck,42775,1,143.17233276367188
2144,car,42788,46,177.14329528808594
2145,truck,42790,25,270.5714111328125
2146,car,42819,49,156.847900390625
2147,car,42821,32,138.242919921875
2148,car,42840,55,151.78883361816406
2149,car,42853,49,171.55242919921875
2150,truck,42863,24,384.4131774902344
2151,truck,42928,10,413.8822937011719
2152,train,42937,6,569.4058837890625
2153,train,42960,7,606.4646301269531
2154,truck,42968,2,67.08404541015625
2155,truck,42989,8,105.6248779296875
2156,train,43023,2,459.50286865234375
2157,truck,43028,23,126.541748046875
2158,car,43031,5,123.1649169921875
2159,truck,43035,25,321.2889404296875
2160,truck,43066,15,124.2059326171875
2161,car,43080,55,151.119873046875
2162,car,43110,17,190.79736328125
2163,car,43112,32,156.63853454589844
2164,truck,43112,3,76.6640625
2165,truck,43142,22,213.81689453125
2166,car,43148,57,155.47247314453125
2167,car,43193,21,127.1092529296875
2168,car,43199,54,181.724365234375
2169,car,43236,42,144.1558837890625
2170,truck,43249,3,181.33909606933597
2171,truck,43250,1,127.42822265625
2172,truck,43259,1,113.7452392578125
2173,car,43271,48,185.4793701171875
2174,truck,43295,18,148.536376953125
2175,car,43297,35,145.54547119140625
2176,car,43314,6,116.10845947265624
2177,truck,43318,46,406.12396240234375
2178,car,43367,7,79.227294921875
2179,train,43397,23,375.22955322265625
2180,car,43399,1,112.52001953125
2181,car,43460,39,167.30908203125
2182,car,43472,32,124.50335693359376
2183,car,43485,55,135.6412353515625
2184,train,43497,37,410.0443115234375
2185,car,43536,46,129.33135986328125
2186,truck,43576,1,145.505126953125
2187,car,43582,56,180.41009521484372
2188,truck,43588,5,133.58984375
2189,car,43617,1,90.5302734375
2190,car,43623,44,131.79248046875
2191,car,43627,30,129.060302734375
2192,car,43632,55,183.3964691162109
2193,car,43653,1,97.1265869140625
2194,car,43666,58,150.6749267578125
2195,car,43699,8,133.5205078125
2196,car,43715,61,139.322021484375
2197,car,43725,59,177.4271240234375
2198,car,43728,1,113.987548828125
2199,car,43738,1,101.144287109375
2200,car,43753,58,135.11572265625
2201,car,43774,64,132.9163818359375
2202,car,43796,53,179.97279357910156
2203,car,43825,60,161.42156982421875
2204,train,43841,7,404.5830993652344
2205,train,43877,14,581.7470703125
2206,car,43906,60,150.7698974609375
2207,car,43912,59,193.65879821777344
2208,truck,43926,32,133.9515380859375
2209,train,43938,4,401.2586669921875
2210,train,43961,2,397.2734375
2211,car,43976,40,116.5313720703125
2212,car,43991,46,152.8690185546875
2213,car,44006,50,174.70265197753906
2214,motorcycle,44007,5,63.571044921875
2215,car,44010,71,118.0577392578125
2216,car,44064,31,131.206787109375
2217,car,44071,64,111.504638671875
2218,truck,44074,28,300.08750915527344
2219,car,44118,47,111.86492919921876
2220,truck,44125,20,421.6153259277344
2221,car,44161,41,116.65203857421876
2222,truck,44167,39,218.78846740722656
2223,car,44196,50,149.03955078125
2224,car,44204,51,158.39710998535156
2225,car,44237,1,87.12158203125
2226,car,44241,21,136.02227783203125
2227,truck,44258,11,262.7442626953125
2228,car,44298,6,109.1334228515625
2229,truck,44298,3,97.53125
2230,car,44304,47,182.77606201171875
2231,car,44305,34,118.4425048828125
2232,motorcycle,44324,9,68.0849609375
2233,car,44357,38,156.11181640625
2234,truck,44358,24,124.60394287109376
2235,truck,44384,37,273.26426696777344
2236,car,44424,1,52.5283203125
2237,truck,44433,26,154.28076171875
2238,motorcycle,44447,23,77.1839599609375
2239,car,44487,6,126.12841796875
2240,train,44560,26,244.03245544433597
2241,car,44595,49,157.3775634765625
2242,car,44606,18,159.67413330078125
2243,car,44639,47,186.5765380859375
2244,car,44642,15,118.877685546875
2245,car,44647,1,99.5428466796875
2246,car,44651,53,137.90380859375
2247,truck,44676,3,124.4012451171875
2248,car,44679,48,174.57249450683594
2249,car,44680,13,118.5404052734375
2250,car,44705,46,150.93597412109375
2251,car,44710,13,149.0552978515625
2252,car,44716,48,176.2808837890625
2253,car,44746,2,93.820068359375
2254,car,44763,3,85.86474609375
2255,car,44764,54,145.3204345703125
2256,car,44766,49,185.9726409912109
2257,motorcycle,44787,1,59.836669921875
2258,truck,44801,45,181.26939392089844
2259,bus,44823,2,114.768310546875
2260,car,44842,5,137.9989013671875
2261,truck,44856,2,158.1279296875
2262,car,44857,34,139.797607421875
2263,car,44858,6,84.30712890625
2264,truck,44859,3,158.43017578125
2265,car,44881,51,189.86085510253903
2266,car,44883,1,85.908203125
2267,truck,44895,46,237.53076171875
2268,car,44923,30,151.81642150878906
2269,motorcycle,44934,37,60.8985595703125
2270,motorcycle,44941,1,56.2457275390625
2271,car,44959,41,156.994384765625
2272,car,44972,58,117.1619873046875
2273,car,44984,48,184.72044372558597
2274,car,45004,52,152.14239501953125
2275,car,45009,12,79.46337890625
2276,truck,45018,37,129.53070068359375
2277,truck,45046,43,201.577392578125
2278,car,45077,41,132.01123046875
2279,car,45107,44,161.34051513671875
2280,car,45116,37,180.13511657714844
2281,car,45139,55,122.877197265625
2282,car,45145,55,162.31915283203125
2283,car,45159,62,129.074462890625
2284,car,45218,37,182.08740234375
2285,car,45256,48,137.48150634765625
2286,train,45256,6,206.5091552734375
2287,car,45258,2,73.0885009765625
2288,truck,45300,1,97.4234619140625
2289,truck,45311,1,81.22314453125
2290,train,45316,4,260.21075439453125
2291,truck,45342,14,373.7492065429688
2292,car,45378,50,185.8188323974609
2293,car,45385,17,147.46258544921875
2294,car,45404,7,66.689697265625
2295,car,45421,35,192.03570556640625
2296,car,45425,28,192.4927978515625
2297,motorcycle,45465,2,58.6934814453125
2298,truck,45470,26,167.66163635253906
2299,car,45483,43,122.775634765625
2300,truck,45502,30,249.86900329589844
2301,truck,45514,42,395.4727783203125
2302,car,45538,2,42.186279296875
2303,car,45566,45,166.6385498046875
2304,car,45573,55,102.7615966796875
2305,car,45575,1,68.00634765625
2306,car,45577,54,123.9449462890625
2307,car,45583,4,68.5174560546875
2308,truck,45617,16,400.6302490234375
2309,car,45638,61,120.4544677734375
2310,car,45671,8,120.075439453125
2311,train,45677,35,416.6018981933594
2312,car,45732,52,177.7347412109375
2313,train,45747,33,412.6931457519531
2314,train,45763,2,524.6995849609375
2315,car,45812,56,122.94525146484376
2316,car,45831,1,86.2091064453125
2317,car,45832,47,139.2056884765625
2318,car,45844,1,70.2965087890625
2319,motorcycle,45849,5,61.1763916015625
2320,car,45856,36,118.701904296875
2321,car,45861,1,116.537109375
2322,car,45892,63,124.4989013671875
2323,car,45914,57,142.2315673828125
2324,car,45918,3,103.85406494140624
2325,car,45931,42,205.29872131347656
2326,car,45968,3,129.089599609375
2327,car,45985,1,163.57861328125
2328,train,46013,12,409.7653503417969
2329,car,46032,1,121.7086181640625
2330,motorcycle,46057,1,65.914794921875
2331,motorcycle,46062,1,61.93115234375
2332,car,46077,54,121.0035400390625
2333,car,46100,41,164.87957763671875
2334,motorcycle,46125,4,79.67877197265625
2335,car,46146,51,146.6287841796875
2336,bus,46160,1,216.2066650390625
2337,car,46175,51,139.48455810546875
2338,car,46194,52,119.573974609375
2339,truck,46230,19,151.81353759765625
2340,car,46239,30,169.46337890625
2341,train,46287,1,527.4894409179688
2342,car,46314,23,119.9327392578125
2343,car,46347,42,139.663330078125
2344,car,46395,45,150.6087646484375
2345,truck,46407,1,247.124755859375
2346,car,46409,9,122.9173583984375
2347,car,46427,37,137.87493896484375
2348,truck,46432,18,224.0115966796875
2349,truck,46445,13,414.6260070800781
2350,truck,46474,2,143.377197265625
2351,truck,46479,12,593.4924011230469
2352,car,46495,19,136.5020751953125
2353,car,46506,36,137.82928466796875
2354,car,46576,47,149.4512939453125
2355,truck,46619,36,265.6132202148437
2356,car,46650,29,142.79241943359375
2357,truck,46669,11,153.3162841796875
2358,car,46687,49,181.71044921875
2359,car,46720,40,143.75799560546875
2360,truck,46729,16,135.9451904296875
2361,car,46736,51,179.2138671875
2362,car,46747,45,115.6397705078125
2363,car,46780,50,139.5595703125
2364,bus,46797,5,155.00048828125
2365,car,46801,28,137.1273193359375
2366,car,46827,55,159.17628479003906
2367,car,46838,49,134.59039306640625
2368,truck,46848,19,149.9283447265625
2369,car,46863,47,183.0031890869141
2370,car,46897,46,131.0213623046875
2371,car,46902,55,145.82080078125
2372,car,46946,47,126.814453125
2373,car,46947,52,155.06439208984375
2374,car,46954,9,169.171142578125
2375,truck,46996,7,205.37994384765625
2376,truck,46999,4,191.13623046875
2377,car,47012,22,143.5810546875
2378,truck,47035,6,176.786376953125
2379,truck,47065,44,259.3141021728516
2380,truck,47083,31,241.78419494628903
2381,truck,47134,15,365.9933471679688
2382,bus,47158,14,134.7325439453125
2383,car,47186,53,144.55316162109375
2384,car,47198,59,165.28892517089844
2385,truck,47221,14,412.3898315429688
2386,truck,47261,4,572.2315673828125
2387,truck,47272,11,369.09185791015625
2388,car,47296,60,160.18994140625
2389,car,47301,6,104.23779296875
2390,truck,47330,38,127.0023193359375
2391,car,47337,48,203.40673828125
2392,car,47353,1,116.11541748046876
2393,car,47359,19,112.55169677734376
2394,car,47375,31,150.9873046875
2395,car,47395,44,140.70166015625
2396,train,47416,39,355.26133728027344
2397,truck,47439,29,311.3097839355469
2398,car,47457,33,126.301025390625
2399,car,47468,54,161.36268615722656
2400,car,47484,47,148.702880859375
2401,car,47510,2,134.9434814453125
2402,truck,47532,22,207.8739013671875
2403,car,47570,2,109.471435546875
2404,car,47572,42,129.8760986328125
2405,train,47578,37,369.5420837402344
2406,car,47578,5,111.3846435546875
2407,car,47600,36,66.72161865234375
2408,car,47646,52,171.30389404296875
2409,car,47646,9,117.0924072265625
2410,truck,47664,26,149.453369140625
2411,car,47686,49,182.09962463378903
2412,car,47693,11,178.3052978515625
2413,motorcycle,47702,1,62.0557861328125
2414,motorcycle,47708,3,58.80612182617188
2415,car,47716,36,180.896484375
2416,truck,47732,46,407.2147216796875
2417,car,47769,55,151.2906494140625
2418,truck,47786,46,271.5883178710937
2419,truck,47815,54,389.065673828125
2420,car,47815,27,32.609130859375
2421,car,47839,45,163.7767333984375
2422,truck,47868,17,157.90899658203125
2423,car,47875,52,131.138671875
2424,car,47884,45,155.25144958496094
2425,car,47901,51,128.662353515625
2426,truck,47921,17,260.71795654296875
2427,truck,47955,39,341.0956420898437
2428,car,47983,47,167.419921875
2429,truck,48014,12,243.8372802734375
2430,car,48016,56,174.16893005371094
2431,train,48039,8,372.819580078125
2432,car,48050,24,132.86236572265625
2433,truck,48054,50,257.54981994628906
2434,truck,48067,1,260.203369140625
2435,car,48073,58,139.7218017578125
2436,truck,48074,29,199.02806091308597
2437,truck,48106,14,298.13836669921875
2438,car,48137,57,161.28173828125
2439,truck,48149,1,195.12353515625
2440,car,48166,55,174.866943359375
2441,car,48184,20,113.29510498046876
2442,truck,48199,52,353.4920349121094
2443,car,48220,44,171.47711181640625
2444,truck,48236,1,148.210693359375
2445,truck,48244,41,370.17665100097656
2446,bus,48271,47,414.7679138183594
2447,car,48307,36,116.1324462890625
2448,car,48329,61,124.69384765625
2449,truck,48347,10,410.5057373046875
2450,truck,48351,35,476.9547424316406
2451,car,48370,11,132.99658203125
2452,car,48391,49,154.614501953125
2453,motorcycle,48392,57,66.6578369140625
2454,motorcycle,48401,1,55.3817138671875
2455,car,48424,51,144.462646484375
2456,truck,48439,44,170.13775634765625
2457,car,48451,38,148.7481689453125
2458,truck,48489,35,176.85833740234375
2459,car,48496,49,169.53236389160156
2460,car,48518,22,148.98193359375
2461,bus,48525,37,402.3750915527344
2462,car,48567,56,126.175048828125
2463,car,48593,47,153.887939453125
2464,car,48598,51,186.3175048828125
2465,car,48623,41,138.7218017578125
2466,car,48631,58,146.21142578125
2467,car,48680,51,171.42047119140625
2468,car,48690,30,140.13616943359375
2469,truck,48731,39,228.7087554931641
2470,car,48731,5,68.206298828125
2471,car,48746,45,127.252685546875
2472,truck,48756,14,186.59852600097656
2473,motorcycle,48763,27,133.12652587890625
2474,car,48783,52,179.83006286621094
2475,truck,48815,47,305.9518127441406
2476,car,48842,28,127.9775390625
2477,motorcycle,48853,4,69.349853515625
2478,train,48861,21,413.3046875
2479,truck,48900,21,305.7652893066406
2480,train,48912,2,288.51025390625
2481,car,48916,53,104.5909423828125
2482,truck,48931,3,219.377197265625
2483,truck,48937,16,181.81451416015625
2484,car,48947,40,153.65789794921875
2485,truck,48974,27,303.15594482421875
2486,car,49006,56,120.06494140625
2487,motorcycle,49030,1,66.37701416015625
2488,motorcycle,49033,6,63.93365478515625
2489,train,49042,27,358.4272766113281
2490,train,49046,4,532.9095458984375
2491,truck,49094,2,166.753662109375
2492,car,49118,3,118.1683349609375
2493,car,49130,9,127.33770751953124
2494,truck,49138,17,425.8365173339844
2495,car,49171,3,129.33203125
2496,truck,49175,25,359.4840087890625
2497,car,49197,47,130.8115234375
2498,car,49234,59,134.8436279296875
2499,car,49284,32,131.465576171875
2500,truck,49294,26,113.5189208984375
2501,train,49302,1,529.5023803710938
2502,car,49337,17,100.97265625
2503,truck,49347,1,180.3138427734375
2504,bus,49364,16,166.9814453125
2505,car,49406,45,161.7044677734375
2506,car,49420,53,122.8251953125
2507,truck,49442,1,114.756103515625
2508,car,49457,54,136.6793212890625
2509,car,49511,38,126.468505859375
2510,car,49513,37,146.9373779296875
2511,car,49534,50,147.1724853515625
2512,car,49544,30,124.2696533203125
2513,truck,49550,34,341.1664428710937
2514,car,49585,1,128.64373779296875
2515,car,49591,21,125.59320068359376
2516,car,49592,2,124.9703369140625
2517,car,49600,48,162.73162841796875
2518,car,49612,3,101.6953125
2519,car,49613,38,136.7041015625
2520,car,49638,35,128.477294921875
2521,bus,49671,29,155.447265625
2522,car,49682,19,122.79718017578124
2523,motorcycle,49694,12,82.8697509765625
2524,car,49720,3,66.473876953125
2525,truck,49760,2,156.83856201171875
2526,train,49767,19,404.5603637695313
2527,truck,49780,1,132.1075439453125
2528,truck,49789,1,117.3092041015625
2529,car,49808,49,151.07147216796875
2530,car,49825,52,145.0267333984375
2531,car,49841,49,155.88319396972656
2532,car,49848,17,121.16839599609376
2533,motorcycle,49886,1,64.854248046875
2534,truck,49900,18,207.31304931640625
2535,car,49909,1,61.544921875
2536,car,49910,39,138.6395263671875
2537,car,49917,1,54.4129638671875
2538,car,49918,7,121.980712890625
2539,car,49967,51,115.02081298828124
2540,car,49972,48,163.02081298828125
2541,car,49977,1,140.32598876953125
2542,car,49988,36,108.0860595703125
2543,train,49992,8,402.7355346679688
2544,car,49996,48,157.0843505859375
2545,truck,50025,10,199.45042419433597
2546,train,50038,24,420.3919372558594
2547,truck,50095,38,272.49388122558594
2548,car,50139,35,116.7374267578125
2549,car,50142,28,156.0469970703125
2550,truck,50149,3,194.958984375
2551,car,50173,54,130.32537841796875
2552,truck,50175,1,169.666015625
2553,car,50184,46,165.32061767578125
2554,car,50204,18,131.7457275390625
2555,car,50213,3,144.2630615234375
2556,car,50231,21,102.546875
2557,car,50244,52,137.2440185546875
2558,car,50250,64,121.816650390625
2559,car,50257,47,169.3812255859375
2560,motorcycle,50301,3,67.477294921875
2561,truck,50320,40,314.47589111328125
2562,car,50374,48,150.4501953125
